text,task_1,split
 sentedcruz hidden figures  like hidden vote repeal sanctions oleg deripaska rusal  guess support russian oligarchs communists   tuckfrump  trumpcolluded  trumpisatraitor  trumptantrum  republicansdontcare  republicansforimpeachment  trumpsaninternationaldisgrace,HOF,train
 teetweetshere  cnn  msnbc  mkraju  alivelshi  jaketapper  nbcnews  cbsnews  abc thank  stopped funding dossier trump projected nominee  even conservatives want president   trump  steeldossier  gop  truth  trumpisatraitor  trumpisgrimy,HOF,train
always   obamaday         fucktrump   impeachtrump,HOF,train
 pm eastren need make sure get least    mps board  simple choice imo    rorystewartuk   stability   borisjohnson    chaos    tory know prefer   conservatives   borisjohnsonshouldnotbepm  rorystewart https   co pdkfvx rla,HOF,train
 danredus  robbucksphoto  specialcases  bssbeth  chrisjzullo  realdonaldtrump kinda like trump   lock   fucktrump  lockhimup,HOF,train
 sgtilltwtr like bush cheney   dickhead,HOF,train
 realdonaldtrump prince whales  aquaman  meet aquaman     illegitimateregime  impeachtrumpnow  trumpisatraitor  dementeddonald  trumpisatraitor  fucktrump  donthecon,HOF,train
 roarquette feel way   support corruption cruelty f forever   fucktrump,HOF,train
prisoner number    cr  letters paedophile     letter dated             find website  link      paedophile  paedo  pedo  rapist  rapists  rape  sexoffender  criminal  offender  jailmail  convict  crime  lfap  insidetime  letters    https   co  v  v edie https   co   nbcyl,HOF,train
poor planing  icc world cup       shameonicc,HOF,train
 lindseygrahamsc whoops  late   trumpisatraitor      happyjohnmccainday    johnmccainday,HOF,train
watched guy spray crap curb curb next door neighbor     dickhead,HOF,train
 therickwilson  nydailynews year ago even worse today   fucktrump  fuckallthetrumps  fucktrumpsupporters,HOF,train
 realdonaldtrump president  stolen election  illegitimate  potus  illegitimate scotus   goptreason  birther  bigot  rapist  traitor,HOF,train
look like face  rapist traitor      assange  wikileaks  belmarsh https   co zhthomvhnc,HOF,train
free  independent brave media pakistan pretended nothing happened   much pakistans dictated democracy much pakistani muzzled media,HOF,train
 realdonaldtrump  foxandfriends  foxnews bad call lies treasonous ways  trump crime family locked   putinspuppet  trump    trumpisatraitor,HOF,train
 doctorsfightback   almost golden rule   government allows circumstances doctors striking unpardonable  anand ranganathan  scientist  amp  author https   co uy nfzjp l,HOF,train
nj  repchrissmith silent trump statement still willing let russia interfere elections  trump smith   trumpisatraitor,HOF,train
know weather gods one control   better planning  shameonicc  cwc       also hue n cry india playing pakistan earlier    one officially commented     god may bit  ,HOF,train
 shameonicc  cwc    indvpak  icc  sorry tell cricket fans shall cricket played   th manchester due rain  looking remove insignia badges things players wear sorry correct venue https   co xco rk wiw,HOF,train
trump announces would accept help foreign governments  future elections       far     gone     trumprussiacollusion  traitortrump  americansforimpeachment  fucktrump  impeachtrumpnow  lockthefuckerupnow https   co e  jlvt ha,HOF,train
next time know    shameonicc  iccworldcup      iccwc      icc  crow  indvnz  rainstopsmatch  worldcup   https   co  iyb  lm,HOF,train
 realdonaldtrump birthday  wish happy impeachment  hearty  fuck  traitor     johnmccainday    fucktrump,HOF,train
 shameonicc  icc chance game today scheduled games rain  ,HOF,train
 icc shit   even schedule matches properly    cwc   either started bit early bit late    cwc used commence ipl   number matches abandoned  cwc   total number matches abandoned previous  worldcups    shameonicc,HOF,train
fucking nuts       dickhead https   co yhvd  mobl,HOF,train
oh hell        fucktrump https   co buk exshyc,HOF,train
 savedoctors   give serving patients  still fear attack      savebengal  doctorsfightback  sujoy mandal     poulomir      dark phoenix  parjanyadey  drsitu  dr sapnayadav  https   co rq lnvn ye,HOF,train
 doctorsfightback   mamataofficial playing dangerous card game divide n rule strategy    communist rule   women card    election n festivals   religion card    doctors protest   language card    meme ta ban jee seen joker  victim card     savebengal,HOF,train
innocent people  especially drastically higher power bracket  pay  let face   bryansinger fucking  rapist hollywood enabled prey young men decades  rapeculture hope karma comes enablers https   co  hkuxezk,HOF,train
 icc please change cup design      edition  shameonicc  shame  cwc    cwc      cwc  cricketkacrown https   co ti bwxc g ,HOF,train
 realdonaldtrump despite corruption  great office jail belong   idiottrump  derangeddonald  billiondollarloser   trumpiscompromised,HOF,train
 idiottrump complete meltdown someone coughs    https   co oazh ghtop,HOF,train
trump electoral shenanigans getting worse  resist  resisttrump  fucktrump https   co  vgrn  fby,HOF,train
 realdonaldtrump  nationaldisgrace america   rapist  sexualpredator  toostupidtobepresident  dementeddonald,HOF,train
 shameonicc world design changed   https   co huuc zl rk,HOF,train
 malcolmnance  montanaisthebes agree malcolm nance  pompeo bolton war mongers looking distraction away trump crime family   resist  voteblue  impeachthemf  trumpisaloser  fucktrump,HOF,train
bill  would said trump would us military level one iran bases  fraud ,HOF,train
 past visits johnson ireland exactly inspire confidence     borisjohnsonshouldnotbepm   https   co bsfyymt ,HOF,train
 samjnamjintaegi  dilmehindustan  deep mahto  paree      dhruv rathee  rahulgandhi  digvijaya     dhruv  samjnamjintaegi world hate beloved dad  god   killer   murderer  liar rioter   killed        till date starting       https   co qkyxnpweps,HOF,train
 wreckanize  brendak      barbrastreisand course nascar header  red maga hat one ounce sense   idiottrump,HOF,train
 mollyjongfast  pearldot   unbelievable  women let stand   alabama lawmakers want go back keeping women barefoot pregnant even case rape  rape act extreme violence   rapist say committing crime ,HOF,train
hypocrisy pakistani team offer namaz ground dhoni cant display balidan badge   indian team offer hanuman chalisa  durga puja ground    dhonikeepstheglove,HOF,train
trump invoking   executive privelage   census documents preemptive move house holding  wilbur  ross barr contempt         anything administration  illegal    wtf            fucktrump   impeachthemf,HOF,train
fucking bloke megaphone trumpet thing keeps shouting brexit news needs locking  however interest means employment may pursue         brexit  dickhead,HOF,train
please sign name  card small message saying  fucktrump  https   co dyr  ufxor,HOF,train
 baran jeff oh hell      murderer  pos  gotohell  dirtybastard  puretrash could keep going  physically sick  banned twitter ,HOF,train
everybody said  obama elected first time  america become  post racial  country  good one  best laugh day sure  ugh   fucktrump  vote      fml,HOF,train
 fucktrump   white house washigton dc https   co eoiobtv wh,HOF,train
watch video https   co wmqwh  k q   rapevictim  victim  rapist https   co arvxskaewv,HOF,train
 realdonaldtrump  senatemajldr  markwarner happy  johnmcainday   trumpsworsethannixon   trumpisatraitor   trumpisnotexonerated   trumpisacriminal,HOF,train
trump lazy  lying  cheating piece shit grifter  stealing money community     fuck    fucktrump https   co kne bou cg,HOF,train
thanks lot trump  even keep nba title usa  first time ever   nbafinals  nba  fucktrump  game   raptors,HOF,train
 realdonaldtrump poor little  show us bigly yuuge mean newspaper hurt       locktrumpup   impeachmentinquirynow    impeachtrump    impeachbarr    impeachmnuchin   trumpisatraitor,HOF,train
world would want follow  therealoj    psychotic self deluded  murderer  oh silly question   liberals anything  immoral  illegal  creates personal infamy  ,HOF,train
proud  msdhoni using balidaan badge glove     icc business take objection    big commercial brands logo national pride    nonsense  condemn    dhonikeepstheglove,HOF,train
 england games abandoned due rain   shameonicc  engvswi,HOF,train
 realdonaldtrump dirtbag pos embarrassment humankind  fucktrump  maga  racisttwat  trump  trumpsworsethannixon https   co lyvsfcmtpp,HOF,train
next  shekhargupta ji   put flag blue jersey      badge stirred board neighbours flag kill       stand  msdhoni    dhonikeepstheglove https   co os gga iif,HOF,train
 lt heavy sigh gt      fucktrump https   co nurg zfibo,HOF,train
 icc problem gloves  bats everything else games washed   shameonicc   focus cricket matches controversies   rainstopsmatch  rainworldcup  bhogleharsha https   co kc li lrb ,HOF,train
 icc  shameonicc  cwc    icc   hutterflop hosting   worest world cup ever seen ,HOF,train
often hear tories muse   borisjohnson premiership  cheer everyone   party looks like going hell handcart  reckon might well hurtle towards inferno smile face   borisjohnsonshouldnotbepm https   co h ubnkw ou,HOF,train
 facethenation  sentomcotton ask giving welfare farmers plenty jobs  receiving socialism russia making money hand fist selling crops china    trumpisatraitor,HOF,train
 bcci going manchester see rain  shameonicc,HOF,train
 realdonaldtrump shut already  know con man stole election help foreign power  crooked teflon donnie pray every blessed day exposed criminal   teflondonnie  trumprussia  trumpisatraitor  trumpisacriminal,HOF,train
 senschumer shut chuckles  dads one less child thanks murdered illegals  leave democrat turn father day politics   dickhead,HOF,train
 realdonaldtrump  netanyahu trump functionally illiterate   know relatively jews vote republican   voted  trumpheights  gopcomplicit  trumpisanationalsecuritythreat  trumpresignnow  voteblue  votebluetoendthisnightmare  votebluetosaveamerica  resisters  resist  trumpisatraitor https   co  qckmokuwt,HOF,train
 trumpisatraitor  cocainmitch helped russia       patriotic americans traitors   cocainmitch blocking cyber security legislation      election  https   co jxz ilk  b,HOF,train
 democracy  amp   freedom never taken granted    free    democracy  amp  freedom priceless  amp  require protection     trump  trumpisatraitor  trumpistheenemyofthepeople  gopcoverup  trumpcrimesyndicate  resisters  resistersforum  fbrparty  bluewave  resistanceunited https   co hws mh wvk,HOF,train
impeach trump  wtf wrong   senile old man    trumprussiacollusion  trump  notmypresident  resist  impeachtrump  fucktrump  impeachtrumpnow trump tries damage control offer foreign spies  https   co tbuneqcs k,HOF,train
 icc need focus managment world cup instead dhoni gloves    worstworldcupever      shameonicc,HOF,train
 realdonaldtrump since birthday  fucktrump  johnmccainday,HOF,train
 borisjohnson blew debate british prime ministerial candidates  empty chair said lot https   co q exzisysy  borisjohnsonshouldnotbepm  toriesout  toryleadershipcontest  brexit  brexitchaos  stopbrexit,HOF,train
 therealoj    krisjenner  therealoj    many concussions  madness   murderer   murdermystery,HOF,train
anyone share listen leaks  madamex please unfollow block cuz never ever wanna see face rapist  rapist,HOF,train
  yogirlt informed complete utter bullshit    stand douche bag   fave person follow hahahaha gladly unfollow  fucktrump,HOF,train
 realdonaldtrump good riddance   next  putting jail    fucktrump  fuckthegop  impeachtrump  trumpresign  traitortrump  draintheswamp  voteoutgop,HOF,train
 gtconway right   trumpisatraitor  trumpisanationalsecuritythreat,HOF,train
 realdonaldtrump must unaware old tattered flags retired service often burned respectful  ceremony    law make illegal    dotard    trumpisadisgrace    trumpisatraitor    trumpisafraud    trumpisamoron    trumpistheenemyofthepeople    trumpisacrook,HOF,train
rights     package        obligations    ignore obligations enjoy equal rights functional members society     trump  trumpisatraitor  trumpliesmatter  trumpcriminalinvestigations  resistersforum  resistanceunited  fbr https   co  lselmrhnh,HOF,train
